0,1,2,3,4,5,6,7,8,9,10,11
,GoN,Foreign Grant,,,,,Foreign Loan,,,,"Total
Budget"
,,Cash,Reimbursable,Direct Payment,Commodity,Total Grant,Direct Payment,Reimbursable,Cash,Total Loan,
"2116001 School Education Sector Plan (SESP)- Pool Fund 74 74 148 148 222
Code 0
2229001 EU - General Code 0 40 40 0 40",,,,,,,,,,,
"801021583 Recurrent 0 40 80 120 161 161 281
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 80 80 161 161 241
Code 0
2229001 EU - General Code 0 40 40 0 40",0,40,80,,,120,,161,,161,281
"801021593 Recurrent 0 40 83 123 169 169 292
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 83 83 169 169 252
Code 0
2229001 EU - General Code 0 40 40 0 40",0,40,83,,,123,,169,,169,292
"801021603 Recurrent 0 40 60 100 120 120 220
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 60 60 120 120 180
Code 0
2229001 EU - General Code 0 40 40 0 40",0,40,60,,,100,,120,,120,220
"801021613 Recurrent 0 37 105 142 140 140 282
GoN Ref: Counterpart 0
2103003 WB - Trust Fund Code 0 35 35 0 35
2116001 School Education Sector Plan (SESP)- Pool Fund 70 70 140 140 210
Code 0
2229001 EU - General Code 0 37 37 0 37",0,37,105,,,142,,140,,140,282
"801021623 Recurrent 0 39 62 101 125 125 226
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 62 62 125 125 187
Code 0
2229001 EU - General Code 0 39 39 0 39",0,39,62,,,101,,125,,125,226
"801021633 Recurrent 0 33 92 125 185 185 310
GoN Ref: Counterpart 0",0,33,92,,,125,,185,,185,310
59,,,,,,,,,,,
