0,1,2,3,4,5,6,7,8,9,10,11
13,,,,,,,,,,,
शशीीषषक(cid:4)क(cid:4),(cid:6)(cid:6)ोोतत,(cid:9)(cid:9)ननककााससाा (cid:14)(cid:14)वव(cid:9)(cid:9)धध,"22008811//8822 ककोो
ययथथााथथ (cid:4) (cid:4)खखचच(cid:4)(cid:4)","22008822//8833 ककोो
ससंशंशोो(cid:9)(cid:9)धधतत अअननममुु ाानन",22008833//8844,,,,"(cid:32)(cid:32)ााथथ(cid:9)(cid:9)ममककतताा
ससंकंकेेतत","(cid:34)(cid:34)ददगगोो (cid:14)(cid:14)ववककाासस
ससंकंकेेतत",ललै(cid:9)ै(cid:9)गगंकंक ससंकंकेेतत
,,,,,जज(cid:40)(cid:40)ममाा बबजजेटेट,ननेपेपाालल ससररककाारर,ववैदैदेेििशशकक,,,,
,,,,,,,अअननददुुाानन,ऋऋणण,,,
"5500330000000044 ययररुुोोपपीीयय आआ(cid:9)(cid:9)थथक(cid:4)क(cid:4) ससममददुुाायय 33,,2255 44,,0000 44,,2200 44,,2200 00 00 P11 00 33",,,,,,,,,,,
"550033000000004455 (cid:14)(cid:14)वव(cid:62)(cid:62)ीीयय (cid:50)(cid:50)ययवव(cid:96)(cid:96)थथाा 33,,2255 44,,0000 44,,2200 44,,2200 00 00",,,,,,,,,,,
"5500330000000055 अअ(cid:61)(cid:61)ततरराा(cid:4)(cid:14)(cid:4)(cid:14)(cid:57)(cid:57)यय ककृृ(cid:14)(cid:14)षष (cid:14)(cid:14)ववककाासस ककोोषष 5599,,3311 8800,,0000 7700,,0000 7700,,0000 00 00 P11 00 33",,,,,,,,,,,
"550033000000005555 (cid:14)(cid:14)वव(cid:62)(cid:62)ीीयय (cid:50)(cid:50)ययवव(cid:96)(cid:96)थथाा 5599,,3311 8800,,0000 7700,,0000 7700,,0000 00 00",,,,,,,,,,,
"5500330000000066 नन(cid:9)(cid:9)डडक(cid:4)क(cid:4) (cid:14)(cid:14)ववककाासस ककोोषष 1155,,4433 2200,,0000 2200,,0000 2200,,0000 00 00 P11 00 33",,,,,,,,,,,
"550033000000006655 (cid:14)(cid:14)वव(cid:62)(cid:62)ीीयय (cid:50)(cid:50)ययवव(cid:96)(cid:96)थथाा 1155,,4433 2200,,0000 2200,,0000 2200,,0000 00 00",,,,,,,,,,,
"5500330000000077 अअ(cid:61)(cid:61)ततरराा(cid:4)(cid:14)(cid:4)(cid:14)(cid:57)(cid:57)यय मम(cid:110)(cid:110)ुुाा ककोोषष 11,,2299,,2288 44,,9900,,0000 88,,4400,,0000 88,,4400,,0000 00 00 P11 11 33",,,,,,,,,,,
