0,1,2,3,4,5,6,7,8,9,10,11
,GoN,Foreign Grant,,,,,Foreign Loan,,,,"Total
Budget"
,,Cash,Reimbursable,Direct Payment,Commodity,Total Grant,Direct Payment,Reimbursable,Cash,Total Loan,
"2116001 School Education Sector Plan (SESP)- Pool Fund 38 38 75 75 113
Code 0
2229001 EU - General Code 0 17 17 0 17",,,,,,,,,,,
"801023153 Recurrent 0 17 61 78 121 121 199
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 61 61 121 121 182
Code 0
2229001 EU - General Code 0 17 17 0 17",0,17,61,,,78,,121,,121,199
"801023163 Recurrent 0 17 40 57 79 79 136
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 40 40 79 79 119
Code 0
2229001 EU - General Code 0 17 17 0 17",0,17,40,,,57,,79,,79,136
"801023173 Recurrent 0 17 49 66 98 98 164
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 49 49 98 98 147
Code 0
2229001 EU - General Code 0 17 17 0 17",0,17,49,,,66,,98,,98,164
"801023183 Recurrent 0 40 57 97 115 115 212
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 57 57 115 115 172
Code 0
2229001 EU - General Code 0 40 40 0 40",0,40,57,,,97,,115,,115,212
"801023193 Recurrent 0 106 48 154 97 97 251
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 48 48 97 97 145
Code 0
2223002 Switzerland - SDC Code 0 66 66 0 66
2229001 EU - General Code 0 40 40 0 40",0,106,48,,,154,,97,,97,251
"801023203 Recurrent 0 17 48 65 95 95 160
GoN Ref: Counterpart 0",0,17,48,,,65,,95,,95,160
64,,,,,,,,,,,
