0,1,2,3,4,5,6,7,8,9,10,11
,GoN,Foreign Grant,,,,,Foreign Loan,,,,"Total
Budget"
,,Cash,Reimbursable,Direct Payment,Commodity,Total Grant,Direct Payment,Reimbursable,Cash,Total Loan,
2229001 EU - General Code 0 18 18 0 18,,,,,,,,,,,
"801023093 Recurrent 0 18 47 65 93 93 158
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 47 47 93 93 140
Code 0
2229001 EU - General Code 0 18 18 0 18",0,18,47,,,65,,93,,93,158
"801023103 Recurrent 0 41 125 166 90 90 256
GoN Ref: Counterpart 0
2103003 WB - Trust Fund Code 0 80 80 0 80
2116001 School Education Sector Plan (SESP)- Pool Fund 45 45 90 90 135
Code 0
2229001 EU - General Code 0 41 41 0 41",0,41,125,,,166,,90,,90,256
"801023113 Recurrent 0 39 38 77 75 75 152
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 38 38 75 75 113
Code 0
2229001 EU - General Code 0 39 39 0 39",0,39,38,,,77,,75,,75,152
"801023123 Recurrent 0 34 128 162 96 96 258
GoN Ref: Counterpart 0
2103003 WB - Trust Fund Code 0 80 80 0 80
2116001 School Education Sector Plan (SESP)- Pool Fund 48 48 96 96 144
Code 0
2229001 EU - General Code 0 34 34 0 34",0,34,128,,,162,,96,,96,258
"801023133 Recurrent 0 17 112 129 114 114 243
GoN Ref: Counterpart 0
2103003 WB - Trust Fund Code 0 55 55 0 55
2116001 School Education Sector Plan (SESP)- Pool Fund 57 57 114 114 171
Code 0
2229001 EU - General Code 0 17 17 0 17",0,17,112,,,129,,114,,114,243
"801023143 Recurrent 0 17 38 55 75 75 130
GoN Ref: Counterpart 0",0,17,38,,,55,,75,,75,130
63,,,,,,,,,,,
