0,1,2,3,4,5,6,7,8,9,10,11
,GoN,Foreign Grant,,,,,Foreign Loan,,,,"Total
Budget"
,,Cash,Reimbursable,Direct Payment,Commodity,Total Grant,Direct Payment,Reimbursable,Cash,Total Loan,
"2116001 School Education Sector Plan (SESP)- Pool Fund 61 61 123 123 184
Code 0
2229001 EU - General Code 0 3 3 0 3",,,,,,,,,,,
"801011053 Recurrent 0 8 63 71 128 128 199
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 63 63 128 128 191
Code 0
2223002 Switzerland - SDC Code 0 5 5 0 5
2229001 EU - General Code 0 3 3 0 3",0,8,63,,,71,,128,,128,199
"801011063 Recurrent 0 229 86 315 172 172 487
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 86 86 172 172 258
Code 0
2223002 Switzerland - SDC Code 0 226 226 0 226
2229001 EU - General Code 0 3 3 0 3",0,229,86,,,315,,172,,172,487
"801011073 Recurrent 0 3 57 60 113 113 173
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 57 57 113 113 170
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,57,,,60,,113,,113,173
"801011083 Recurrent 0 3 53 56 107 107 163
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 53 53 107 107 160
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,53,,,56,,107,,107,163
"801011093 Recurrent 0 3 74 77 150 150 227
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 74 74 150 150 224
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,74,,,77,,150,,150,227
"801011103 Recurrent 0 68 92 160 1488 1488 1648
GoN Ref: Counterpart 0",0,68,92,,,160,,1488,,1488,1648
26,,,,,,,,,,,
