0,1,2,3,4,5,6,7,8,9,10,11
137,,,,,,,,,,,
शशीीषषक(cid:4)क(cid:4),(cid:6)(cid:6)ोोतत,(cid:9)(cid:9)ननककााससाा (cid:14)(cid:14)वव(cid:9)(cid:9)धध,"22008811//8822 ककोो
ययथथााथथ (cid:4) (cid:4)खखचच(cid:4)(cid:4)","22008822//8833 ककोो
ससंशंशोो(cid:9)(cid:9)धधतत अअननममुु ाानन",22008833//8844,,,,"(cid:32)(cid:32)ााथथ(cid:9)(cid:9)ममककतताा
ससंकंकेेतत","(cid:34)(cid:34)ददगगोो
(cid:14)(cid:14)ववककाासस
ससंकंकेेतत","ललै(cid:9)ै(cid:9)गगंकंक
ससंकंकेेतत"
,,,,,जज(cid:40)(cid:40)ममाा बबजजेटेट,ननेपेपाालल ससररककाारर,ववैदैदेेििशशकक,,,,
,,,,,,,अअननददुुाानन,ऋऋणण,,,
"330088003311002244 पपजँजँुु ीीगगतत 1122,,5599 33,,7766 44,,5544 44,,5544 00 00",,,,,,,,,,,
"3300880033110033 (cid:9)(cid:9)ससंचंचााइइ ससंभंभाा(cid:101)(cid:101)ययतताा अअ(cid:110)(cid:110)ययययनन ततथथाा (cid:9)(cid:9)ननममाा(cid:4)ण(cid:4)ण गगणणुु (cid:52)(cid:52)ततरर ककाायय(cid:80)(cid:4)(cid:80)(cid:4) मम 22,,3311 44,,0044 11,,7755 11,,7755 00 00 P2 22 11",,,,,,,,,,,
330088003311003333 चचााललुु 3311 4444 2288 2288 00 00,,,,,,,,,,,
"330088003311003344 पपजँजँुु ीीगगतत 22,,0000 33,,6600 11,,4477 11,,4477 00 00",,,,,,,,,,,
"3300880033110044 ययाािि(cid:66)(cid:66)(cid:75)(cid:75)कक (cid:101)(cid:101)ययवव(cid:52)(cid:52)थथाापपनन ककाायय(cid:80)(cid:4)(cid:80)(cid:4) मम 88,,0099 1100,,2299 77,,0022 77,,0022 00 00 P2 22 22",,,,,,,,,,,
"330088003311004433 चचााललुु 22,,6611 33,,4400 33,,3399 33,,3399 00 00",,,,,,,,,,,
