0,1,2,3,4,5,6,7,8,9,10,11
,GoN,Foreign Grant,,,,,Foreign Loan,,,,"Total
Budget"
,,Cash,Reimbursable,Direct Payment,Commodity,Total Grant,Direct Payment,Reimbursable,Cash,Total Loan,
"801033143 Recurrent 0 16 50 66 101 101 167
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 50 50 101 101 151
Code 0
2229001 EU - General Code 0 16 16 0 16",0,16,50,,,66,,101,,101,167
"801033153 Recurrent 0 17 52 69 106 106 175
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 52 52 106 106 158
Code 0
2229001 EU - General Code 0 17 17 0 17",0,17,52,,,69,,106,,106,175
"801033163 Recurrent 0 14 31 45 63 63 108
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 31 31 63 63 94
Code 0
2229001 EU - General Code 0 14 14 0 14",0,14,31,,,45,,63,,63,108
"801033173 Recurrent 0 17 39 56 79 79 135
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 39 39 79 79 118
Code 0
2229001 EU - General Code 0 17 17 0 17",0,17,39,,,56,,79,,79,135
"801033183 Recurrent 0 14 42 56 84 84 140
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 42 42 84 84 126
Code 0
2229001 EU - General Code 0 14 14 0 14",0,14,42,,,56,,84,,84,140
"801033193 Recurrent 0 14 48 62 97 97 159
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 48 48 97 97 145
Code 0
2229001 EU - General Code 0 14 14 0 14",0,14,48,,,62,,97,,97,159
801033203 Recurrent 0 17 47 64 95 95 159,0,17,47,,,64,,95,,95,159
81,,,,,,,,,,,
