0,1,2,3,4,5,6,7,8,9,10,11
109,,,,,,,,,,,
शशीीषषक(cid:4)क(cid:4),(cid:6)(cid:6)ोोतत,(cid:9)(cid:9)ननककााससाा (cid:14)(cid:14)वव(cid:9)(cid:9)धध,"22008811//8822 ककोो
ययथथााथथ (cid:4) (cid:4)खखचच(cid:4)(cid:4)","22008822//8833 ककोो
ससंशंशोो(cid:9)(cid:9)धधतत अअननममुु ाानन",22008833//8844,,,,"(cid:32)(cid:32)ााथथ(cid:9)(cid:9)ममककतताा
ससंकंकेेतत","(cid:34)(cid:34)ददगगोो
(cid:14)(cid:14)ववककाासस
ससंकंकेेतत","ललै(cid:9)ै(cid:9)गगंकंक
ससंकंकेेतत"
,,,,,जज(cid:40)(cid:40)ममाा बबजजेटेट,ननेपेपाालल ससररककाारर,ववैदैदेेििशशकक,,,,
,,,,,,,अअननददुुाानन,ऋऋणण,,,
"3300770000110022 औऔ(cid:106)(cid:106)ोो(cid:9)(cid:9)गगकक ललगगााननीी (cid:32)(cid:32)वव(cid:116)(cid:116)(cid:4)न(cid:4)न ककाायय(cid:80)(cid:4)(cid:80)(cid:4) मम 9944 55,,0011 22,,6644 22,,6644 00 00 P1 99 22",,,,,,,,,,,
"330077000011002233 चचााललुु 9944 55,,0011 22,,6644 22,,6644 00 00",,,,,,,,,,,
"3300770000110033 कक(cid:91)(cid:91)ठठररोोगग (cid:9)(cid:9)ननयय(cid:66)(cid:66)(cid:75)(cid:75)णण ककाायय(cid:80)(cid:4)(cid:80)(cid:4) मम ((ससाा(cid:79)(cid:79)टट (cid:114)(cid:114)ेे(cid:9)(cid:9)डड(cid:128)(cid:128) ककपप(cid:98)(cid:98)ररेेशशनन (cid:9)(cid:9)लल(cid:9)(cid:9)ममटटेेडड)) 1144,,6699 1144,,2266 1111,,9955 1111,,9955 00 00 P1 33 22",,,,,,,,,,,
"330077000011003333 चचााललुु 1144,,6699 1144,,2266 1111,,9955 1111,,9955 00 00",,,,,,,,,,,
"3300770000110044 (cid:101)(cid:101)ययाापपाारर ससूचूचननाा ततथथाा (cid:9)(cid:9)ननययाा(cid:4)त(cid:4)त ससहहययोोगग आआययोोजजननाा-- बबहहपुपु(cid:96)(cid:96)ीीयय ततथथाा (cid:96)(cid:96)े(cid:75)े(cid:75)ीीयय (cid:101)(cid:101)ययाापपाारर सस(cid:129)(cid:129)ुुढढ(cid:62)(cid:62)ककररणण 11,,2255 22,,4422 8877 8877 00 00 P1 88 22",,,,,,,,,,,
"330077000011004433 चचााललुु 11,,2255 22,,4422 8877 8877 00 00",,,,,,,,,,,
3300770000110099 (cid:73)(cid:73)ााममीीणण उउ(cid:106)(cid:106)मम ततथथाा (cid:14)(cid:14)वव(cid:32)(cid:32)षेषेणण पप(cid:60)(cid:60)ररययोोजजनन ((ससमम(cid:14)ृ(cid:14)ृ(cid:116)(cid:116))) 6611 00 00 00 00 00 P1 11 11,,,,,,,,,,,
330077000011009933 चचााललुु 6611 00 00 00 00 00,,,,,,,,,,,
"3300770000111100 ररणणननीी(cid:9)(cid:9)ततकक ससडडकक ससंजंजाालल ततथथाा (cid:101)(cid:101)ययाापपाारर ससधधुु ाारर आआययोोजजननाा 77,,7766 11,,2299,,7799 22,,2222,,9933 1177,,4466 00 22,,0055,,4477 P1 99 22",,,,,,,,,,,
"330077000011110033 चचााललुु 11,,8855 44,,9966 77,,8822 11,,9944 00 55,,8888",,,,,,,,,,,
