0,1,2,3,4,5,6,7,8,9,10,11
,GoN,Foreign Grant,,,,,Foreign Loan,,,,"Total
Budget"
,,Cash,Reimbursable,Direct Payment,Commodity,Total Grant,Direct Payment,Reimbursable,Cash,Total Loan,
2229001 EU - General Code 0 3 3 0 3,,,,,,,,,,,
"801031183 Recurrent 0 3 47 50 94 94 144
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 47 47 94 94 141
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,47,,,50,,94,,94,144
"801031193 Recurrent 0 3 73 76 147 147 223
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 73 73 147 147 220
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,73,,,76,,147,,147,223
"801031203 Recurrent 0 3 33 36 67 67 103
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 33 33 67 67 100
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,33,,,36,,67,,67,103
"801031213 Recurrent 0 73 42 115 86 86 201
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 42 42 86 86 128
Code 0
2223002 Switzerland - SDC Code 0 70 70 0 70
2229001 EU - General Code 0 3 3 0 3",0,73,42,,,115,,86,,86,201
"801031223 Recurrent 0 95 80 175 162 162 337
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 80 80 162 162 242
Code 0
2223002 Switzerland - SDC Code 0 92 92 0 92
2229001 EU - General Code 0 3 3 0 3",0,95,80,,,175,,162,,162,337
"801031233 Recurrent 0 3 32 35 65 65 100
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 32 32 65 65 97
Code 0",0,3,32,,,35,,65,,65,100
75,,,,,,,,,,,
