0,1,2,3,4,5,6,7,8,9,10,11
,GoN,Foreign Grant,,,,,Foreign Loan,,,,"Total
Budget"
,,Cash,Reimbursable,Direct Payment,Commodity,Total Grant,Direct Payment,Reimbursable,Cash,Total Loan,
"2116001 School Education Sector Plan (SESP)- Pool Fund 133 133 269 269 402
Code 0
2229001 EU - General Code 0 3 3 0 3",,,,,,,,,,,
"801031123 Recurrent 0 3 96 99 193 193 292
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 96 96 193 193 289
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,96,,,99,,193,,193,292
"801031133 Recurrent 0 3 74 77 149 149 226
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 74 74 149 149 223
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,74,,,77,,149,,149,226
"801031143 Recurrent 0 98 50 148 100 100 248
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 50 50 100 100 150
Code 0
2223002 Switzerland - SDC Code 0 95 95 0 95
2229001 EU - General Code 0 3 3 0 3",0,98,50,,,148,,100,,100,248
"801031153 Recurrent 0 3 49 52 98 98 150
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 49 49 98 98 147
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,49,,,52,,98,,98,150
"801031163 Recurrent 0 3 61 64 124 124 188
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 61 61 124 124 185
Code 0
2229001 EU - General Code 0 3 3 0 3",0,3,61,,,64,,124,,124,188
"801031173 Recurrent 0 3 76 79 153 153 232
GoN Ref: Counterpart 0
2116001 School Education Sector Plan (SESP)- Pool Fund 76 76 153 153 229
Code 0",0,3,76,,,79,,153,,153,232
74,,,,,,,,,,,
